Date,Time,Event,Impact,Currency,Category,Source,Actual,Forecast,Previous,Surprise,Unit,Revised
2009-09-16,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2009-09-30,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2009-10-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2009-10-02,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2009-10-07,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2009-10-12,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2009-10-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2009-10-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2009-10-26,13:30,US GDP Annualized QoQ,high,USD,growth,synthetic_calendar,,,,,,
2009-10-30,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2009-11-02,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2009-11-04,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2009-11-06,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2009-11-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2009-11-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2009-11-16,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2009-11-18,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2009-11-30,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2009-12-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2009-12-02,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2009-12-04,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2009-12-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2009-12-14,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2009-12-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2009-12-16,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2009-12-31,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2010-01-01,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2010-01-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2010-01-06,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2010-01-11,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2010-01-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2010-01-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2010-01-20,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2010-01-26,13:30,US GDP Annualized QoQ,high,USD,growth,synthetic_calendar,,,,,,
2010-01-29,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2010-02-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2010-02-03,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2010-02-05,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2010-02-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2010-02-15,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2010-02-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2010-02-26,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2010-03-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2010-03-03,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2010-03-05,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2010-03-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2010-03-15,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2010-03-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2010-03-17,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2010-03-31,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2010-04-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2010-04-02,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2010-04-07,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2010-04-12,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2010-04-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2010-04-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2010-04-26,13:30,US GDP Annualized QoQ,high,USD,growth,synthetic_calendar,,,,,,
2010-04-30,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2010-05-03,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2010-05-05,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2010-05-07,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2010-05-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2010-05-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2010-05-17,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2010-05-19,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2010-05-31,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2010-06-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2010-06-02,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2010-06-04,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2010-06-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2010-06-14,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2010-06-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2010-06-16,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2010-06-30,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2010-07-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2010-07-02,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2010-07-07,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2010-07-12,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2010-07-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2010-07-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2010-07-21,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2010-07-26,13:30,US GDP Annualized QoQ,high,USD,growth,synthetic_calendar,,,,,,
2010-07-30,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2010-08-02,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2010-08-04,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2010-08-06,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2010-08-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2010-08-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2010-08-16,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2010-08-31,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2010-09-01,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2010-09-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2010-09-03,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2010-09-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2010-09-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2010-09-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2010-09-15,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2010-09-30,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2010-10-01,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2010-10-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2010-10-06,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2010-10-11,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2010-10-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2010-10-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2010-10-26,13:30,US GDP Annualized QoQ,high,USD,growth,synthetic_calendar,,,,,,
2010-10-29,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2010-11-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2010-11-03,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2010-11-05,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2010-11-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2010-11-15,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2010-11-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2010-11-17,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2010-11-30,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2010-12-01,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2010-12-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2010-12-03,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2010-12-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2010-12-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2010-12-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2010-12-15,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2010-12-31,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2011-01-03,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2011-01-05,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2011-01-07,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2011-01-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2011-01-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2011-01-17,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2011-01-19,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2011-01-26,13:30,US GDP Annualized QoQ,high,USD,growth,synthetic_calendar,,,,,,
2011-01-31,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2011-02-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2011-02-02,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2011-02-04,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2011-02-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2011-02-14,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2011-02-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2011-02-28,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2011-03-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2011-03-02,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2011-03-04,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2011-03-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2011-03-14,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2011-03-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2011-03-16,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2011-03-31,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2011-04-01,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2011-04-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2011-04-06,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2011-04-11,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2011-04-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2011-04-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2011-04-26,13:30,US GDP Annualized QoQ,high,USD,growth,synthetic_calendar,,,,,,
2011-04-29,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2011-05-02,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2011-05-04,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2011-05-06,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2011-05-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2011-05-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2011-05-16,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2011-05-18,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2011-05-31,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2011-06-01,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2011-06-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2011-06-03,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2011-06-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2011-06-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2011-06-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2011-06-15,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2011-06-30,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2011-07-01,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2011-07-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2011-07-06,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2011-07-11,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2011-07-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2011-07-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2011-07-20,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2011-07-26,13:30,US GDP Annualized QoQ,high,USD,growth,synthetic_calendar,,,,,,
2011-07-29,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2011-08-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2011-08-03,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2011-08-05,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2011-08-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2011-08-15,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2011-08-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2011-08-31,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2011-09-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2011-09-02,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2011-09-07,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2011-09-12,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2011-09-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2011-09-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2011-09-21,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2011-09-30,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2011-10-03,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2011-10-05,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2011-10-07,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2011-10-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2011-10-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2011-10-17,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2011-10-26,13:30,US GDP Annualized QoQ,high,USD,growth,synthetic_calendar,,,,,,
2011-10-31,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2011-11-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2011-11-02,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2011-11-04,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2011-11-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2011-11-14,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2011-11-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2011-11-16,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2011-11-30,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2011-12-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2011-12-02,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2011-12-07,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2011-12-12,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2011-12-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2011-12-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2011-12-21,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2011-12-30,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2012-01-02,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2012-01-04,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2012-01-06,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2012-01-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2012-01-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2012-01-16,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2012-01-18,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2012-01-26,13:30,US GDP Annualized QoQ,high,USD,growth,synthetic_calendar,,,,,,
2012-01-31,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2012-02-01,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2012-02-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2012-02-03,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2012-02-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2012-02-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2012-02-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2012-02-29,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2012-03-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2012-03-02,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2012-03-07,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2012-03-12,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2012-03-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2012-03-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2012-03-21,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2012-03-30,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2012-04-02,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2012-04-04,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2012-04-06,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2012-04-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2012-04-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2012-04-16,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2012-04-26,13:30,US GDP Annualized QoQ,high,USD,growth,synthetic_calendar,,,,,,
2012-04-30,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2012-05-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2012-05-02,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2012-05-04,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2012-05-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2012-05-14,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2012-05-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2012-05-16,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2012-05-31,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2012-06-01,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2012-06-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2012-06-06,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2012-06-11,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2012-06-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2012-06-15,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2012-06-20,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2012-06-29,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2012-07-02,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2012-07-04,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2012-07-06,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2012-07-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
2012-07-13,13:30,US Producer Price Index (PPI) YoY,medium,USD,inflation,synthetic_calendar,,,,,,
2012-07-16,13:30,US Retail Sales MoM,medium,USD,consumption,synthetic_calendar,,,,,,
2012-07-18,18:00,FOMC Rate Decision,high,USD,rates,synthetic_calendar,,,,,,
2012-07-26,13:30,US GDP Annualized QoQ,high,USD,growth,synthetic_calendar,,,,,,
2012-07-31,13:30,US Core PCE Price Index MoM,high,USD,inflation,synthetic_calendar,,,,,,
2012-08-01,13:15,US ADP Non-Farm Employment Change,medium,USD,labor,synthetic_calendar,,,,,,
2012-08-01,15:00,US ISM Manufacturing PMI,medium,USD,growth,synthetic_calendar,,,,,,
2012-08-03,13:30,US Non-Farm Payrolls (NFP),high,USD,labor,synthetic_calendar,,,,,,
2012-08-10,13:30,US Consumer Price Index (CPI) YoY,high,USD,inflation,synthetic_calendar,,,,,,
